collection,title,attachment_title,date,creators,attachment_item_id,attachment_item_key,attachment_content_type,storage_folder,file_name,extension,file_path,file_size_bytes,file_modified,is_primary_attachment
Hyperspectral Paper,Biodiversity from the Sky: Testing the Spectral Variation Hypothesis in the Brazilian Atlantic Forest,Full Text PDF,2024-01-00 2024/1,"Pinon, Tobias Baruc Moreira; Mendonça, Adriano Ribeiro de; Silva, Gilson Fernandes da; Effgen, Emanuel Maretto; Rodrigues, Nívea Maria Mafra; Fernandes, Milton Marques; Sansevero, Jerônimo Boelsums Barreto; Almeida, Catherine Torres de; Dias, Henrique Machado; Gonçalves, Fabio Guimarães; Almeida, André Quintão de",92,6CQ63ZI6,application/pdf,C:\Users\PaintRock\Zotero\storage\6CQ63ZI6,Pinon et al. - 2024 - Biodiversity from the Sky Testing the Spectral Variation Hypothesis in the Brazilian Atlantic Fores.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\6CQ63ZI6\Pinon et al. - 2024 - Biodiversity from the Sky Testing the Spectral Variation Hypothesis in the Brazilian Atlantic Fores.pdf,3451748,2026-08-31T17:48:41,True
Hyperspectral Paper,Patterns and drivers of tree species diversity in a coniferous forest of northwest China,Full Text PDF,2024-04-17 2024-04-17,"Wang, Wendong; Zhao, Jingjing; Zhang, Baojiang; Deng, Gang; Maimaiti, Alimu; Guo, Zhongjun",94,5MZ3DC2I,application/pdf,C:\Users\PaintRock\Zotero\storage\5MZ3DC2I,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\5MZ3DC2I\.zotero-ft-cache,52957,2026-09-09T15:17:51,False
Hyperspectral Paper,Patterns and drivers of tree species diversity in a coniferous forest of northwest China,Full Text PDF,2024-04-17 2024-04-17,"Wang, Wendong; Zhao, Jingjing; Zhang, Baojiang; Deng, Gang; Maimaiti, Alimu; Guo, Zhongjun",94,5MZ3DC2I,application/pdf,C:\Users\PaintRock\Zotero\storage\5MZ3DC2I,Wang et al. - 2024 - Patterns and drivers of tree species diversity in a coniferous forest of northwest China.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\5MZ3DC2I\Wang et al. - 2024 - Patterns and drivers of tree species diversity in a coniferous forest of northwest China.pdf,4303301,2026-09-09T15:17:44,True
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,.gitignore,,.gitignore,559,2026-07-10T16:27:06,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,.Rhistory,,.Rhistory,18580,2026-06-17T10:52:03,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,20260815_evan_next_steps.docx,.docx,20260815_evan_next_steps.docx,28930,2026-09-16T16:33:26,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,51sp_codeTree.pdf,.pdf,51sp_codeTree.pdf,5259,2026-03-09T13:37:56,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,51sp_codeTree.png,.png,51sp_codeTree.png,25020,2026-03-09T13:36:18,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,51sp_taxanomy.csv,.csv,51sp_taxanomy.csv,2818,2026-03-09T15:07:58,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,Checklist.md,.md,Checklist.md,14881,2026-09-16T16:33:26,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,CODEX_AGENT_GUIDELINES.md,.md,CODEX_AGENT_GUIDELINES.md,8655,2026-07-06T16:59:46,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,combined_quadrat_variable_guide.docx,.docx,combined_quadrat_variable_guide.docx,14719,2026-07-07T10:52:31,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,global_pca.rds,.rds,global_pca.rds,6264472606,2026-02-09T10:22:37,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,hsi_illumination_class.tif.aux.xml,.xml,hsi_illumination_class.tif.aux.xml,7344,2026-02-19T14:35:44,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,index_hyperspectral_zotero.py,.py,index_hyperspectral_zotero.py,9300,2026-09-16T16:33:26,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,markdown_script.R,.R,markdown_script.R,19813,2026-07-06T16:59:30,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,PlantTrait_Phylogene_Chart.drawio,.drawio,PlantTrait_Phylogene_Chart.drawio,5176,2026-02-05T17:04:28,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,PR_tree_DL.csv,.csv,PR_tree_DL.csv,15764033,2026-03-09T13:02:12,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,PRFPD_DTM_leafOff.tiff,.tiff,PRFPD_DTM_leafOff.tiff,1024351,1979-12-31T23:00:00,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,quadrat_analysis_10m.csv,.csv,quadrat_analysis_10m.csv,970891,2026-07-07T10:51:22,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,quadrat_analysis_20m.csv,.csv,quadrat_analysis_20m.csv,243257,2026-07-07T10:51:22,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,quadrat_analysis_50m.csv,.csv,quadrat_analysis_50m.csv,40682,2026-07-07T10:51:22,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,RESEARCH_OBJECTIVES.md,.md,RESEARCH_OBJECTIVES.md,14546,2026-09-16T16:33:26,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,spec_shannaon_DIV_with Geometry.csv,.csv,spec_shannaon_DIV_with Geometry.csv,119550,2026-02-05T10:51:05,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Catalog Page,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",96,MAU289VA,text/html,.,species_summary.csv,.csv,species_summary.csv,615,2026-03-23T08:27:25,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Full Text PDF,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",97,D384B5BV,application/pdf,C:\Users\PaintRock\Zotero\storage\D384B5BV,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\D384B5BV\.zotero-ft-cache,53022,2026-09-14T12:09:02,False
Hyperspectral Paper,Partitioning plant spectral diversity into alpha and beta components,Full Text PDF,2020-02-00 2020-2,"Laliberté, Etienne; Schweiger, Anna K.; Legendre, Pierre",97,D384B5BV,application/pdf,C:\Users\PaintRock\Zotero\storage\D384B5BV,Laliberté et al. - 2020 - Partitioning plant spectral diversity into alpha and beta components.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\D384B5BV\Laliberté et al. - 2020 - Partitioning plant spectral diversity into alpha and beta components.pdf,1301673,2026-09-14T12:08:56,True
Hyperspectral Paper,Brightness-normalized Partial Least Squares Regression for hyperspectral data,ScienceDirect Snapshot,2010-08-01 2010-08-01,"Feilhauer, Hannes; Asner, Gregory P.; Martin, Roberta E.; Schmidtlein, Sebastian",99,2ZBB9FW3,text/html,C:\Users\PaintRock\Zotero\storage\2ZBB9FW3,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\2ZBB9FW3\.zotero-ft-cache,14127,2026-09-14T12:09:33,False
Hyperspectral Paper,Brightness-normalized Partial Least Squares Regression for hyperspectral data,ScienceDirect Snapshot,2010-08-01 2010-08-01,"Feilhauer, Hannes; Asner, Gregory P.; Martin, Roberta E.; Schmidtlein, Sebastian",99,2ZBB9FW3,text/html,C:\Users\PaintRock\Zotero\storage\2ZBB9FW3,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\2ZBB9FW3\.zotero-reader-state,165,2026-09-14T16:54:10,False
Hyperspectral Paper,Brightness-normalized Partial Least Squares Regression for hyperspectral data,ScienceDirect Snapshot,2010-08-01 2010-08-01,"Feilhauer, Hannes; Asner, Gregory P.; Martin, Roberta E.; Schmidtlein, Sebastian",99,2ZBB9FW3,text/html,C:\Users\PaintRock\Zotero\storage\2ZBB9FW3,S0022407310000932.html,.html,C:\Users\PaintRock\Zotero\storage\2ZBB9FW3\S0022407310000932.html,2068604,2026-09-14T12:09:27,True
Hyperspectral Paper,"Phylogenetic Beta Diversity Metrics, Trait Evolution and Inferring the Functional Beta Diversity of Communities",Full Text PDF,"2011-06-24 Jun 24, 2011","Swenson, Nathan G.",101,49RIR5P4,application/pdf,C:\Users\PaintRock\Zotero\storage\49RIR5P4,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\49RIR5P4\.zotero-ft-cache,46545,2026-09-14T12:24:58,False
Hyperspectral Paper,"Phylogenetic Beta Diversity Metrics, Trait Evolution and Inferring the Functional Beta Diversity of Communities",Full Text PDF,"2011-06-24 Jun 24, 2011","Swenson, Nathan G.",101,49RIR5P4,application/pdf,C:\Users\PaintRock\Zotero\storage\49RIR5P4,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\49RIR5P4\.zotero-reader-state,115,2026-09-14T16:16:30,False
Hyperspectral Paper,"Phylogenetic Beta Diversity Metrics, Trait Evolution and Inferring the Functional Beta Diversity of Communities",Full Text PDF,"2011-06-24 Jun 24, 2011","Swenson, Nathan G.",101,49RIR5P4,application/pdf,C:\Users\PaintRock\Zotero\storage\49RIR5P4,"Swenson - 2011 - Phylogenetic Beta Diversity Metrics, Trait Evolution and Inferring the Functional Beta Diversity of.pdf",.pdf,"C:\Users\PaintRock\Zotero\storage\49RIR5P4\Swenson - 2011 - Phylogenetic Beta Diversity Metrics, Trait Evolution and Inferring the Functional Beta Diversity of.pdf",301222,2026-09-14T12:24:52,True
Hyperspectral Paper,R: Rao's quadratic entropy,R: Rao's quadratic entropy,,,103,GBPFKR6F,text/html,C:\Users\PaintRock\Zotero\storage\GBPFKR6F,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\GBPFKR6F\.zotero-ft-cache,3764,2026-09-14T13:03:52,False
Hyperspectral Paper,R: Rao's quadratic entropy,R: Rao's quadratic entropy,,,103,GBPFKR6F,text/html,C:\Users\PaintRock\Zotero\storage\GBPFKR6F,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\GBPFKR6F\.zotero-reader-state,163,2026-09-14T21:31:27,False
Hyperspectral Paper,R: Rao's quadratic entropy,R: Rao's quadratic entropy,,,103,GBPFKR6F,text/html,C:\Users\PaintRock\Zotero\storage\GBPFKR6F,raoD.html,.html,C:\Users\PaintRock\Zotero\storage\GBPFKR6F\raoD.html,15633,2026-09-14T13:03:47,True
Hyperspectral Paper,Tree species classification in Norway from airborne hyperspectral and airborne laser scanning data,Full Text PDF,2018-01-01 2018-01-01,"Trier, Øivind Due; Salberg, Arnt-Børre; Kermit, Martin; Rudjord, Øystein; Gobakken, Terje; Næsset, Erik; Aarsten, Dagrun",105,WV7L7EVL,application/pdf,C:\Users\PaintRock\Zotero\storage\WV7L7EVL,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\WV7L7EVL\.zotero-ft-cache,57742,2026-09-14T13:32:07,False
Hyperspectral Paper,Tree species classification in Norway from airborne hyperspectral and airborne laser scanning data,Full Text PDF,2018-01-01 2018-01-01,"Trier, Øivind Due; Salberg, Arnt-Børre; Kermit, Martin; Rudjord, Øystein; Gobakken, Terje; Næsset, Erik; Aarsten, Dagrun",105,WV7L7EVL,application/pdf,C:\Users\PaintRock\Zotero\storage\WV7L7EVL,Trier et al. - 2018 - Tree species classification in Norway from airborne hyperspectral and airborne laser scanning data.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\WV7L7EVL\Trier et al. - 2018 - Tree species classification in Norway from airborne hyperspectral and airborne laser scanning data.pdf,3879541,2026-09-14T13:32:00,True
Hyperspectral Paper,A new approach for discrimination of objects on hyperspectral images,ScienceDirect Snapshot,2013-01-15 2013-01-15,"Kucheryavskiy, Sergey",107,WNQRERHW,text/html,C:\Users\PaintRock\Zotero\storage\WNQRERHW,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\WNQRERHW\.zotero-ft-cache,11912,2026-09-14T16:09:44,False
Hyperspectral Paper,A new approach for discrimination of objects on hyperspectral images,ScienceDirect Snapshot,2013-01-15 2013-01-15,"Kucheryavskiy, Sergey",107,WNQRERHW,text/html,C:\Users\PaintRock\Zotero\storage\WNQRERHW,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\WNQRERHW\.zotero-reader-state,165,2026-09-14T21:31:27,False
Hyperspectral Paper,A new approach for discrimination of objects on hyperspectral images,ScienceDirect Snapshot,2013-01-15 2013-01-15,"Kucheryavskiy, Sergey",107,WNQRERHW,text/html,C:\Users\PaintRock\Zotero\storage\WNQRERHW,S0169743912002274.html,.html,C:\Users\PaintRock\Zotero\storage\WNQRERHW\S0169743912002274.html,2062193,2026-09-14T16:09:38,True
Hyperspectral Paper,Integrating National Ecological Observatory Network (NEON) Airborne Remote Sensing and In-Situ Data for Optimal Tree Species Classification,Full Text PDF,2020-01-00 2020/1,"Scholl, Victoria M.; Cattau, Megan E.; Joseph, Maxwell B.; Balch, Jennifer K.",109,7JXRW2MV,application/pdf,C:\Users\PaintRock\Zotero\storage\7JXRW2MV,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\7JXRW2MV\.zotero-ft-cache,68404,2026-09-14T16:28:24,False
Hyperspectral Paper,Integrating National Ecological Observatory Network (NEON) Airborne Remote Sensing and In-Situ Data for Optimal Tree Species Classification,Full Text PDF,2020-01-00 2020/1,"Scholl, Victoria M.; Cattau, Megan E.; Joseph, Maxwell B.; Balch, Jennifer K.",109,7JXRW2MV,application/pdf,C:\Users\PaintRock\Zotero\storage\7JXRW2MV,Scholl et al. - 2020 - Integrating National Ecological Observatory Network (NEON) Airborne Remote Sensing and In-Situ Data.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\7JXRW2MV\Scholl et al. - 2020 - Integrating National Ecological Observatory Network (NEON) Airborne Remote Sensing and In-Situ Data.pdf,10951615,2026-09-14T16:28:18,True
Hyperspectral Paper,Sequential PCA-based Classification of Mediterranean Forest Plants using Airborne Hyperspectral Remote Sensing,Full Text PDF,2019-01-00 2019/1,"Dadon, Alon; Mandelmilch, Moshe; Ben-Dor, Eyal; Sheffer, Efrat",111,9DWWMB3I,application/pdf,C:\Users\PaintRock\Zotero\storage\9DWWMB3I,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\9DWWMB3I\.zotero-ft-cache,74812,2026-09-14T16:29:55,False
Hyperspectral Paper,Sequential PCA-based Classification of Mediterranean Forest Plants using Airborne Hyperspectral Remote Sensing,Full Text PDF,2019-01-00 2019/1,"Dadon, Alon; Mandelmilch, Moshe; Ben-Dor, Eyal; Sheffer, Efrat",111,9DWWMB3I,application/pdf,C:\Users\PaintRock\Zotero\storage\9DWWMB3I,Dadon et al. - 2019 - Sequential PCA-based Classification of Mediterranean Forest Plants using Airborne Hyperspectral Remo.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\9DWWMB3I\Dadon et al. - 2019 - Sequential PCA-based Classification of Mediterranean Forest Plants using Airborne Hyperspectral Remo.pdf,7303473,2026-09-14T16:29:49,True
Hyperspectral Paper,On the mathematical properties of spatial Rao’s Q to compute ecosystem heterogeneity,Full Text PDF,2024-09-01 2024-09-01,"Rocchini, Duccio; Torresani, Michele; Ricotta, Carlo",113,UQU6ZV78,application/pdf,C:\Users\PaintRock\Zotero\storage\UQU6ZV78,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\UQU6ZV78\.zotero-ft-cache,36531,2026-09-14T17:36:52,False
Hyperspectral Paper,On the mathematical properties of spatial Rao’s Q to compute ecosystem heterogeneity,Full Text PDF,2024-09-01 2024-09-01,"Rocchini, Duccio; Torresani, Michele; Ricotta, Carlo",113,UQU6ZV78,application/pdf,C:\Users\PaintRock\Zotero\storage\UQU6ZV78,Rocchini et al. - 2024 - On the mathematical properties of spatial Rao’s Q to compute ecosystem heterogeneity.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\UQU6ZV78\Rocchini et al. - 2024 - On the mathematical properties of spatial Rao’s Q to compute ecosystem heterogeneity.pdf,1234370,2026-09-14T17:36:45,True
Hyperspectral Paper,Testing the spectral variation hypothesis by using satellite multispectral images,ScienceDirect Snapshot,2004-10-01 2004-10-01,"Rocchini, Duccio; Chiarucci, Alessandro; Loiselle, Steven A.",115,H5F2AQT6,text/html,C:\Users\PaintRock\Zotero\storage\H5F2AQT6,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\H5F2AQT6\.zotero-ft-cache,10789,2026-09-14T17:50:07,False
Hyperspectral Paper,Testing the spectral variation hypothesis by using satellite multispectral images,ScienceDirect Snapshot,2004-10-01 2004-10-01,"Rocchini, Duccio; Chiarucci, Alessandro; Loiselle, Steven A.",115,H5F2AQT6,text/html,C:\Users\PaintRock\Zotero\storage\H5F2AQT6,S1146609X04000311.html,.html,C:\Users\PaintRock\Zotero\storage\H5F2AQT6\S1146609X04000311.html,2378638,2026-09-14T17:50:01,True
Hyperspectral Paper,Spectral diversity area relationships for assessing biodiversity in a wildland–agriculture matrix,Snapshot,2016-00-00 2016,"Dahlin, Kyla Marie",118,XZSAYJG2,text/html,C:\Users\PaintRock\Zotero\storage\XZSAYJG2,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\XZSAYJG2\.zotero-ft-cache,2574,2026-09-14T18:01:59,False
Hyperspectral Paper,Spectral diversity area relationships for assessing biodiversity in a wildland–agriculture matrix,Snapshot,2016-00-00 2016,"Dahlin, Kyla Marie",118,XZSAYJG2,text/html,C:\Users\PaintRock\Zotero\storage\XZSAYJG2,eap.html,.html,C:\Users\PaintRock\Zotero\storage\XZSAYJG2\eap.html,3652316,2026-09-14T18:01:54,True
Hyperspectral Paper,Mapping functional diversity from remotely sensed morphological and physiological forest traits,Full Text PDF,2017-11-13 2017-11-13,"Schneider, Fabian D.; Morsdorf, Felix; Schmid, Bernhard; Petchey, Owen L.; Hueni, Andreas; Schimel, David S.; Schaepman, Michael E.",120,6KCIWPTG,application/pdf,C:\Users\PaintRock\Zotero\storage\6KCIWPTG,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\6KCIWPTG\.zotero-ft-cache,80363,2026-09-14T18:12:19,False
Hyperspectral Paper,Mapping functional diversity from remotely sensed morphological and physiological forest traits,Full Text PDF,2017-11-13 2017-11-13,"Schneider, Fabian D.; Morsdorf, Felix; Schmid, Bernhard; Petchey, Owen L.; Hueni, Andreas; Schimel, David S.; Schaepman, Michael E.",120,6KCIWPTG,application/pdf,C:\Users\PaintRock\Zotero\storage\6KCIWPTG,Schneider et al. - 2017 - Mapping functional diversity from remotely sensed morphological and physiological forest traits.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\6KCIWPTG\Schneider et al. - 2017 - Mapping functional diversity from remotely sensed morphological and physiological forest traits.pdf,4407611,2026-09-14T18:12:13,True
