"scale","quad_id","sa_entropy","boot_sd","boot_cv","boot_se","env_elev","crown_equivalent_individuals","present_species_count","composition_cluster","composition_type","brightness_n_pixels","mean_pixel_brightness","median_pixel_brightness","sd_pixel_brightness","blue_brightness_n_pixels","mean_blue_pixel_brightness","green_brightness_n_pixels","mean_green_pixel_brightness","red_brightness_n_pixels","mean_red_pixel_brightness","nir_brightness_n_pixels","mean_nir_pixel_brightness"
"10m","507_d",2.79079371073232,0.00927351079572839,0.00332289368435439,0.00110839654120259,217.157643089565,2.37191353503136,3,"10m_C2","FAGR+LIST2+LITU",6331,0.0547716284114553,0.0519352778792381,0.0162122129638851,6331,0.0180117341160726,6331,0.0441961287875706,6331,0.107000539777993,6331,0.468007935872682
"10m","508_a",3.00985919602753,0.00879688774605485,0.00292269078821533,0.00105142919071879,217.858067175452,3.06904457250476,5,"10m_C2","FAGR+LIST2+LITU",7735,0.0529213041206792,0.0529196783900261,0.0124955761676611,7735,0.0198680534896965,7735,0.0439716052814908,7735,0.0941326234345936,7735,0.382156396870131
"10m","508_b",3.08165304487344,0.00881054938115036,0.00285903352936092,0.00105306206843043,219.261631031636,3.13829664482972,3,"10m_C5","LITU+LIST2+ACNE2",6791,0.0530578015261622,0.052648950368166,0.0127743129228391,6791,0.0194612608170327,6791,0.0439445430518173,6791,0.0905489534019693,6791,0.35602262824607
"10m","508_c",2.76197408876099,0.20720777397227,0.0750216212438192,0.0247660659528152,219.681822250016,1.49838727957168,5,"10m_C2","FAGR+LIST2+LITU",8227,0.0619564393413676,0.0620817057788372,0.0168741422304189,8227,0.0191511227185851,8227,0.0495306200024452,8227,0.11589872674717,8227,0.498410451561194
"10m","508_d",2.74312742634556,0.00810648747346878,0.0029551990168639,0.000968910574950077,218.572856513509,1.66888131008017,3,"10m_C5","LITU+LIST2+ACNE2",6673,0.0541595674380738,0.0508149489760399,0.0164049319570145,6673,0.0187296819822709,6673,0.0442694061656891,6673,0.104283616482702,6673,0.467929333443855
"10m","509_a",3.03088313264042,0.344015959548824,0.113503538240726,0.0411177716920378,218.796766707943,1.82879813495063,4,"10m_C5","LITU+LIST2+ACNE2",6911,0.0537503433884518,0.0530452206730843,0.0138064434204937,6911,0.0182246585108404,6911,0.0438393810321415,6911,0.107431920124849,6911,0.486626272510148
"10m","509_b",2.95148943666856,0.341854089446519,0.115824263234491,0.0408593787924438,220.522565672806,1.4289639740617,4,"10m_C5","LITU+LIST2+ACNE2",7294,0.0594987730784962,0.0579371806234121,0.0170603703403131,7294,0.0179886646332618,7294,0.0475132300037242,7294,0.113158777819909,7294,0.496598938074232
"10m","509_c",2.78024023239156,0.0092414226818138,0.00332396552432605,0.00110456127802556,221.493465331971,2.36587668076934,8,"10m_C2","FAGR+LIST2+LITU",8118,0.0641634873993076,0.0658455640077591,0.017082426055876,8118,0.0208826668903005,8118,0.0513951680878991,8118,0.120304699544823,8118,0.514961576190311
"10m","509_d",2.75635618123242,0.138130499722051,0.0501134434883846,0.0165097525089452,219.244240293098,1.80667091364873,4,"10m_C2","FAGR+LIST2+LITU",6911,0.0578994603199347,0.0571259930729866,0.0159274883762592,6911,0.0212535134836081,6911,0.0479336971985889,6911,0.106152345448149,6911,0.456708554078474
"10m","510_a",2.81199453956558,0.289714608297779,0.103028154650164,0.0346275188379613,219.799363321646,0.852145953050676,3,"10m_C3","QUAL+ACSA3C+CACA38",8886,0.0631430794954662,0.0643115341663361,0.0132205564140183,8886,0.0213598512271075,8886,0.0500629173412826,8886,0.123281424075833,8886,0.534716576213118
"10m","510_b",2.75945701696826,0.0122147889686649,0.00442651901934132,0.00145994652323304,222.487991558678,2.70961796283218,5,"10m_C4","FRAMCO+AEFL+QUMU",9234,0.069886830825587,0.071427509188652,0.0147250926716787,9234,0.0212858208160181,9234,0.0542915192816581,9234,0.127745480299737,9234,0.524768102248303
"10m","510_c",2.81648382713647,0.0112785651920708,0.00400448427340616,0.00134804637898061,223.21413770224,1.64826288993109,2,"10m_C4","FRAMCO+AEFL+QUMU",8936,0.0717118971623837,0.0728493556380272,0.0163101175954175,8936,0.023455498701214,8936,0.0570170827787589,8936,0.130456401084162,8936,0.53939146759909
"10m","510_d",2.87888939046038,0.0109167919330509,0.00379201506290076,0.00130480620405334,220.782874752437,0.810906808430439,4,"10m_C1","QUAL+FRAMCO+QURU",7972,0.0597822974063082,0.0601649843156338,0.0158108503191231,7972,0.0257090608500734,7972,0.0499571056675165,7972,0.11182058829684,7972,0.476890028101106
"10m","511_a",2.80279810936747,0.0104776565421217,0.00373828443336802,0.00125231948579235,220.881774517926,1.86159413399455,4,"10m_C4","FRAMCO+AEFL+QUMU",8632,0.057972702438761,0.0592511110007763,0.0117044545540261,8632,0.0233201542706533,8632,0.0479903122600438,8632,0.113420625473745,8632,0.504532263865841
"10m","511_b",2.87805174742899,0.011880493438755,0.00412796380376694,0.00141999056510095,223.884561249669,1.96334790113275,5,"10m_C6","CACA38+FRAMCO+ACSA3C",8445,0.064661216075257,0.0646666437387466,0.0160851260554,8445,0.0206467381911521,8445,0.0517667764414029,8445,0.125146698985586,8445,0.533428957340649
"10m","511_c",2.64740856880832,0.342517642633125,0.129378459626012,0.0409386885676885,224.659786619873,2.28544352084296,6,"10m_C6","CACA38+FRAMCO+ACSA3C",7120,0.0575283829732327,0.058119960129261,0.0142144375585158,7120,0.0197218833462211,7120,0.0465538280304199,7120,0.117602071857789,7120,0.509445175592065
"10m","511_d",2.81882187142263,0.117462639508262,0.0416708273407072,0.0140394707268207,222.073128192609,1.25842563226087,6,"10m_C6","CACA38+FRAMCO+ACSA3C",8601,0.0609989345813041,0.0627543851733208,0.0123450975196152,8601,0.0249512102555662,8601,0.0507365611092735,8601,0.114822612805557,8601,0.493942133183674
"10m","512_a",2.84571511687302,0.00963166810114941,0.0033846213361417,0.00115120452701072,224.955462987111,1.41934719010029,4,"10m_C1","QUAL+FRAMCO+QURU",8122,0.0575259984302344,0.0578494686633348,0.0128249569008178,8122,0.0202405614907374,8122,0.0465433735386727,8122,0.114549373005043,8122,0.490084933797932
"10m","512_b",2.85636955131675,0.00959834463369694,0.0033603301187944,0.00114722161084458,226.093838242782,2.72985168307266,6,"10m_C1","QUAL+FRAMCO+QURU",6987,0.0540253510588042,0.0531702153384686,0.01287019721971,6987,0.0189757325745075,6987,0.0437025280242735,6987,0.11187702170194,6987,0.489561223588768
"10m","512_c",2.77629475868235,0.00981089304431377,0.00353380814974058,0.00117262600496836,228.209001442242,1.22228885117027,3,"10m_C3","QUAL+ACSA3C+CACA38",7980,0.0559523546720451,0.0525473728775978,0.0156919011450025,7980,0.0192405609054264,7980,0.0450475346067029,7980,0.113323511056231,7980,0.498007946836041
"10m","512_d",2.78892141770948,0.00886608534246444,0.00317903734618169,0.00105969988541138,227.050722604534,1.17953468598235,4,"10m_C3","QUAL+ACSA3C+CACA38",6582,0.055463275440327,0.0562314074486494,0.0129804027887325,6582,0.0204883552949989,6582,0.0449192464493877,6582,0.102282301681451,6582,0.442758975319397
"10m","513_a",2.80743892707079,0.0106295392845829,0.00378620499348619,0.00127047294569773,228.636148410422,1.17348038594823,3,"10m_C3","QUAL+ACSA3C+CACA38",7199,0.0558403753197504,0.0524025931954384,0.0161314982537726,7199,0.0195348240187872,7199,0.0451176697498624,7199,0.107628276864233,7199,0.45966892585976
"10m","513_b",2.81966110417339,0.0108405540784945,0.00384463014454089,0.00129569403756533,229.647827434961,2.03195164082242,4,"10m_C1","QUAL+FRAMCO+QURU",7662,0.0565535628198663,0.0571589898318052,0.013203585269584,7662,0.0196430040788458,7662,0.0453932962068433,7662,0.11073129795213,7662,0.494050994722853
"10m","513_c",2.78027009155618,0.0799377926575876,0.0287518082866706,0.00955439367513895,231.190326918187,2.37126444603551,5,"10m_C4","FRAMCO+AEFL+QUMU",8358,0.0548389922882305,0.0517409425228834,0.0154365115664402,8358,0.0189351358403827,8358,0.044269411482939,8358,0.11037306944172,8358,0.49810820302932
"10m","513_d",2.76983725161835,0.115036987757109,0.0415320386386948,0.0137495498898947,229.668063413555,1.07237538043258,4,"10m_C3","QUAL+ACSA3C+CACA38",8338,0.0551709340119939,0.0536765139549971,0.0133454608117133,8338,0.0211930762502841,8338,0.0452489844096037,8338,0.109615125857669,8338,0.496845716315441
"10m","514_a",2.70048681989665,0.0817196206974722,0.0302610700024079,0.00976736286015738,231.215788328382,1.26127196147925,4,"10m_C1","QUAL+FRAMCO+QURU",7568,0.0597089701627497,0.0609069149941206,0.013382827117939,7568,0.0243553012467661,7568,0.0495219166742621,7568,0.118426715446713,7568,0.530085089007259
"10m","514_b",2.78939558370674,0.0118371427925484,0.00424362283416911,0.00141480917184303,234.204545042927,3.55945647036275,5,"10m_C3","QUAL+ACSA3C+CACA38",8903,0.0675512034746016,0.0659092962741852,0.0176089869684186,8903,0.0256984339256736,8903,0.0551113638793321,8903,0.129086668483065,8903,0.549242057150834
"10m","514_c",2.7498404573801,0.0112225308421097,0.00408115707658253,0.00134134899316271,236.333353289544,1.69553800648429,3,"10m_C1","QUAL+FRAMCO+QURU",8905,0.0641480209846583,0.0659906193614006,0.0116541474001059,8905,0.0286689181403822,8905,0.0540538495842924,8905,0.123286648516929,8905,0.538453115734406
"10m","514_d",2.83265807897034,0.0107848827014594,0.00380733657250283,0.00128904003530999,233.953710769769,1.08048327893343,2,"10m_C1","QUAL+FRAMCO+QURU",8585,0.0628211534660728,0.064100407063961,0.0137878372920821,8585,0.0282564667950249,8585,0.0530345899487158,8585,0.117073840620194,8585,0.503007492068875
"10m","515_a",2.92854551404887,0.21867265783832,0.074669373171528,0.0261363816727551,236.045026441136,1.71070555253531,5,"10m_C1","QUAL+FRAMCO+QURU",8577,0.0651865841713773,0.0654279142618179,0.0127675250118096,8577,0.0259221846150019,8577,0.0536166524637752,8577,0.12852122629928,8577,0.524052832338888
"10m","515_b",2.77610834055079,0.0791124825834294,0.028497620726046,0.00945575025391838,237.715224005741,1.85863857272729,5,"10m_C1","QUAL+FRAMCO+QURU",9364,0.0688853181285138,0.0698933303356171,0.0120669098166817,9364,0.0284670975871487,9364,0.057223718568964,9364,0.132823403947594,9364,0.559051568097284
"10m","515_c",2.79803976978724,0.0828971561159435,0.029626868428052,0.00990810526222353,238.989506563127,2.32337450387414,5,"10m_C6","CACA38+FRAMCO+ACSA3C",8985,0.0628959419706429,0.0618681684136391,0.0121657881217118,8985,0.0243326288778034,8985,0.051666363466117,8985,0.127970983642425,8985,0.571512073765215
"10m","515_d",2.6958773239948,0.0112119521869348,0.00415892521782882,0.00134008460203138,237.710274968791,1.36434591892904,4,"10m_C6","CACA38+FRAMCO+ACSA3C",9437,0.0616440702246713,0.0625474080443382,0.00879318627397065,9437,0.0232592210724486,9437,0.0507529076092384,9437,0.129712003795667,9437,0.576159554572603
"10m","516_a",2.84636165336042,0.0120021154177281,0.00421665159926478,0.0014345271719802,238.452575819267,1.23947231647848,4,"10m_C6","CACA38+FRAMCO+ACSA3C",9078,0.0590004020438869,0.0607062987983227,0.0109768274880904,9078,0.020933277563222,9078,0.0480650036221128,9078,0.120151956293823,9078,0.539408086671306
"10m","516_b",2.72577593009163,0.0828365888305857,0.0303900947675479,0.00990086608699859,240.024313304565,1.78715933031679,3,"10m_C6","CACA38+FRAMCO+ACSA3C",8326,0.0556088120428478,0.055737903341651,0.0127175548184246,8326,0.0189121133551364,8326,0.0448418021305587,8326,0.113998600120219,8326,0.520336248822834
"10m","516_c",2.70205489051979,0.010262091468511,0.00379788416013151,0.00122655453147707,241.231227899283,2.09577868141916,7,"10m_C6","CACA38+FRAMCO+ACSA3C",7684,0.0577896455640263,0.0572759155184031,0.0146738937557122,7684,0.0194376923931251,7684,0.0462321380772281,7684,0.114694937750576,7684,0.510068255611897
"10m","516_d",2.77008543107599,0.00994758058845436,0.00359107357370939,0.00118896329129801,239.441403562005,1.5184621835802,5,"10m_C4","FRAMCO+AEFL+QUMU",7951,0.0586998424803295,0.0596102438867092,0.0140687875001703,7951,0.0194058784447072,7951,0.0465763556193148,7951,0.115899423069816,7951,0.518546872625593
"10m","517_a",2.74565855096479,0.00875200695948374,0.00318758024606096,0.00104606491070687,240.879436957713,2.1078100742054,5,"10m_C6","CACA38+FRAMCO+ACSA3C",7187,0.0554559517387963,0.0548180267214775,0.0138914346742512,7187,0.0186382365075832,7187,0.0442338879354863,7187,0.110550426445879,7187,0.50632251676667
"10m","517_b",2.75985189453636,0.0116936273409241,0.00423704886630831,0.00139765579447674,242.653839573398,2.59413441890977,5,"10m_C6","CACA38+FRAMCO+ACSA3C",7286,0.0555761641015677,0.0550091434270144,0.0136634004505815,7286,0.0180600728707424,7286,0.0442618367949857,7286,0.111306735857802,7286,0.494359415186374
"10m","517_c",2.71686539701937,0.204545154863991,0.0752871876127521,0.0244478220994176,244.154682691945,2.55069241209084,5,"10m_C3","QUAL+ACSA3C+CACA38",8208,0.0590522377583839,0.0607087835669518,0.0120824392948661,8208,0.0216747376952032,8208,0.047423292989722,8208,0.117470936491111,8208,0.525356174972903
"10m","517_d",2.65845658754572,0.00938282355801899,0.00352942515667754,0.0011214619152881,242.155593893731,1.60902894967719,4,"10m_C6","CACA38+FRAMCO+ACSA3C",8273,0.0555750427239213,0.055902786552906,0.0120965693303151,8273,0.019725258263182,8273,0.0446929287303499,8273,0.11401141827346,8273,0.53461987161725
"10m","518_a",2.67810784367211,0.0105803183897366,0.00395066928120017,0.001264589923528,243.590026637982,1.66624590162534,5,"10m_C6","CACA38+FRAMCO+ACSA3C",7739,0.0545199995788012,0.0548161938786507,0.0121301487730073,7739,0.0190167079844576,7739,0.0435516428131183,7739,0.112106058527805,7739,0.5146011024541
"10m","518_b",2.9407334473234,0.344480442949563,0.117140995306155,0.0411732880769502,245.562042011304,1.1137443015541,5,"10m_C3","QUAL+ACSA3C+CACA38",7612,0.0587567312200517,0.0602928977459669,0.0126798618299385,7612,0.0214493169371021,7612,0.0469879123694995,7612,0.11739447345067,7612,0.532653769537634
"10m","518_c",2.77573646444757,0.0101731052753584,0.00366501121617937,0.0012159186470879,247.442950251334,2.0993681611039,4,"10m_C6","CACA38+FRAMCO+ACSA3C",7413,0.0555533534761392,0.0558751374483109,0.0125404319559014,7413,0.0192779339055874,7413,0.0441959822942824,7413,0.112944856727642,7413,0.513568255861194
"10m","518_d",2.67549613614044,0.00891299909620388,0.00333134440966206,0.00106530715147545,244.987433785702,1.99675893697912,6,"10m_C6","CACA38+FRAMCO+ACSA3C",7346,0.0514912337879682,0.0521417316049337,0.0102200461734264,7346,0.0188812999734807,7346,0.0413362202175885,7346,0.109287246111946,7346,0.497366465495526
"10m","519_a",2.97924720860704,0.116308937674529,0.0390397068556488,0.0139015769829888,246.012582514952,1.06208561267455,3,"10m_C6","CACA38+FRAMCO+ACSA3C",5715,0.0563604666964719,0.0565541237592697,0.0134860490266622,5715,0.0200387146845938,5715,0.0447857098256753,5715,0.112225683410032,5715,0.474340699521021
"10m","519_b",2.73954799125751,0.341314300230916,0.124587815698109,0.0407948616410939,249.076845467566,0.631416099552988,2,"10m_C6","CACA38+FRAMCO+ACSA3C",7268,0.055619530727032,0.0555471368134022,0.0141962568735242,7268,0.0200213425646133,7268,0.0451750251736496,7268,0.103534337528252,7268,0.437397858580553
"10m","519_c",3.14025080976756,0.113850624404049,0.0362552647227806,0.0136077523478304,249.97118837643,0.975831825810406,3,"10m_C6","CACA38+FRAMCO+ACSA3C",7191,0.0672270681801264,0.0645560920238495,0.0221322136975905,7191,0.0223880321116377,7191,0.0533401835775862,7191,0.119905418600351,7191,0.461584823019342
"10m","519_d",2.83200026726757,0.0098835346941892,0.00348994836209011,0.0011813083427844,247.075636061561,2.15336267164111,4,"10m_C6","CACA38+FRAMCO+ACSA3C",8079,0.0598896097471154,0.0575182810425758,0.0176668776146062,8079,0.0209052890623872,8079,0.048057075768097,8079,0.117785260612871,8079,0.506365859856835
"10m","520_a",2.94458992036876,0.00914466723447127,0.00310558260463177,0.00109299679014829,247.576995612908,1.56342096984332,3,"10m_C6","CACA38+FRAMCO+ACSA3C",6791,0.0502182742611765,0.0492798164486885,0.0120832951553539,6791,0.0191010854818673,6791,0.0411522778241151,6791,0.0992765292893166,6791,0.428145566112166
"10m","520_b",2.87660202962968,0.00958542725656984,0.0033322048576194,0.0011456776889746,250.591721599889,0.673786071140928,2,"10m_C6","CACA38+FRAMCO+ACSA3C",8356,0.067009108601599,0.0653951801359653,0.0205679229670159,8356,0.0228943536442714,8356,0.0531583180799575,8356,0.123758554506859,8356,0.505791504185071
"10m","520_c",2.70872473089064,0.0127434048370206,0.00470457728380193,0.00152312820415373,251.019134757577,0.94248987294272,2,"10m_C1","QUAL+FRAMCO+QURU",8852,0.0594975319981383,0.0596921965479851,0.0141031594576432,8852,0.020720635431423,8852,0.0475085712387339,8852,0.11851488134318,8852,0.520268318910645
"10m","520_d",2.79416793182924,0.00938505567268863,0.00335880158303319,0.00112172870401935,248.649144713857,0.794500990828488,2,"10m_C1","QUAL+FRAMCO+QURU",8445,0.0549644708567254,0.0549212917685509,0.0123040707828945,8445,0.0214943513581203,8445,0.0448581048710142,8445,0.110201484591625,8445,0.488267517444931
"10m","521_a",2.6927569262824,0.138680857099199,0.0515014391925309,0.0165755327971977,250.913036977774,1.879310588361,4,"10m_C1","QUAL+FRAMCO+QURU",8655,0.0563775724547919,0.0572230294346809,0.0115383186420665,8655,0.0216003708148993,8655,0.0454744393093588,8655,0.116478557385289,8655,0.518848098324764
"10m","521_b",2.67957320430078,0.0126300180384621,0.00471344392390201,0.00150957588959794,252.395549491794,1.19756851637006,5,"10m_C1","QUAL+FRAMCO+QURU",8384,0.0662832411007426,0.0668571554124355,0.0151109865917745,8384,0.0235094716559281,8384,0.05260366970333,8384,0.128898705900721,8384,0.545670362467351
"10m","521_c",2.80002419316992,0.0136938038610551,0.00489060197924656,0.00163672261453468,255.537343284533,2.64112558698432,5,"10m_C1","QUAL+FRAMCO+QURU",8996,0.066039833767781,0.0668230354785919,0.0125823946670242,8996,0.0252579391860267,8996,0.0543606144519838,8996,0.124695462336342,8996,0.50822913654021
"10m","521_d",2.91635161494944,0.342678289279334,0.117502391523278,0.0409578895144427,252.65818575411,2.87056366549502,4,"10m_C3","QUAL+ACSA3C+CACA38",8174,0.0565501578823953,0.0556281581521034,0.0131246482041833,8174,0.0220653799709002,8174,0.0456312895362369,8174,0.120962839303849,8174,0.522078304382523
"10m","522_a",2.72580244134449,0.195463840630353,0.0717087334230801,0.0233623974411776,254.913045334241,2.85984190736256,5,"10m_C1","QUAL+FRAMCO+QURU",8898,0.0627899267027273,0.0641225539147854,0.0129216976363215,8898,0.0240445719803545,8898,0.0503519603576492,8898,0.127307059907245,8898,0.52949492776972
"10m","522_b",2.73151467494263,0.0134087299792461,0.00490889911822558,0.00160264976860347,258.960890756644,3.99496674292158,5,"10m_C1","QUAL+FRAMCO+QURU",9120,0.0655856434746008,0.0670053772628307,0.0140145510448712,9120,0.0259913462322077,9120,0.0536023494621425,9120,0.129213390576516,9120,0.558734541036238
"10m","522_c",2.65449691595487,0.0122736776083695,0.00462373021968813,0.00146698506192702,260.969815725226,3.12358752133271,2,"10m_C1","QUAL+FRAMCO+QURU",9215,0.0656312838904216,0.066992774605751,0.0133324633607127,9215,0.0265242646164375,9215,0.0543858759111991,9215,0.125274086745801,9215,0.546430434937491
"10m","522_d",3.1677203302665,0.220668394662686,0.0696615773034866,0.0263749178476735,257.454478195387,2.68303271646485,4,"10m_C1","QUAL+FRAMCO+QURU",9162,0.0637018028191313,0.064841240644455,0.0107588979440056,9162,0.0239425231795918,9162,0.0515476002723813,9162,0.128656005372771,9162,0.55514900624134
"10m","523_a",2.68752966823708,0.193849172392314,0.0721291283528311,0.0231694076739089,259.524169110594,1.14368174587528,4,"10m_C1","QUAL+FRAMCO+QURU",9096,0.0570765286942054,0.0569255612790585,0.0111442570142141,9096,0.0220291177041461,9096,0.0465042544842003,9096,0.119133709449077,9096,0.546099563056387
"10m","523_b",2.73694732415413,0.11640191040435,0.0425298321882481,0.0139126893496458,262.588569720412,0.735442041333535,4,"10m_C1","QUAL+FRAMCO+QURU",8369,0.0598412562739907,0.0592708364129066,0.0140564118653027,8369,0.0235470543913992,8369,0.0484023349205553,8369,0.122375716959482,8369,0.544087101325548
"10m","523_c",2.898530379417,0.00970771344564394,0.00334918464701291,0.00116029368414538,264.256216460976,2.34873987199891,4,"10m_C1","QUAL+FRAMCO+QURU",6685,0.0519287456768769,0.0484255328774452,0.0150725332745908,6685,0.0199100002583909,6685,0.0421098849565194,6685,0.103208145249823,6685,0.464423266723752
"10m","523_d",2.73527226515701,0.0126843173717572,0.00463731436659344,0.00151606590126014,261.812930235018,2.85700675189143,4,"10m_C6","CACA38+FRAMCO+ACSA3C",8751,0.0557892835473295,0.056263767182827,0.0109887095425946,8751,0.0212953326611173,8751,0.0450087718547453,8751,0.118805762492513,8751,0.539089121284682
"10m","524_a",2.97412200259313,0.114424629196923,0.0384734147076538,0.0136763590428642,263.76278098814,2.04801307847763,5,"10m_C1","QUAL+FRAMCO+QURU",6274,0.0477418395683792,0.0451596658676863,0.0121467709934475,6274,0.0190980168224667,6274,0.0391093245813376,6274,0.0969146839827502,6274,0.437230591556431
"10m","524_b",2.87502415112371,0.00963740261732169,0.00335211188175755,0.0011518899327897,265.30674845454,2.08199967159719,4,"10m_C1","QUAL+FRAMCO+QURU",7155,0.0499179964074195,0.0491515547037125,0.0110788481666833,7155,0.0175188147071762,7155,0.0400945915133311,7155,0.0980039010215563,7155,0.437662023338715
"10m","524_c",2.82173051916731,0.0112746537799629,0.00399565220823782,0.00134757887581518,266.269967965716,1.35728904447629,3,"10m_C3","QUAL+ACSA3C+CACA38",7821,0.0576965832077048,0.0593512468039989,0.0119383086542973,7821,0.0214098318164513,7821,0.0464921375324374,7821,0.114902245616424,7821,0.517473243257149
"10m","524_d",2.86434182947269,0.010660614353592,0.00372183733236704,0.0012741871268494,264.88613981922,2.64276576288146,3,"10m_C1","QUAL+FRAMCO+QURU",6300,0.0515238012131008,0.0512787457555532,0.0131011829031377,6300,0.0202478021728548,6300,0.0419400656747668,6300,0.103026509185666,6300,0.470323412529255
"10m","6_a",2.94999997539202,0.00925741319917518,0.00313810619538903,0.0011064725104084,219.569755922872,2.61785960795621,5,"10m_C2","FAGR+LIST2+LITU",7734,0.0638299905544497,0.0649721510708332,0.017379392853778,7734,0.020988177526647,7734,0.0517718073737151,7734,0.11277925723233,7734,0.456806599508777
"10m","6_b",2.91279422473974,0.00887646597212689,0.00304740578539152,0.00106094060796693,220.950306169308,1.93114988795052,5,"10m_C2","FAGR+LIST2+LITU",7788,0.0580577673005446,0.057174876332283,0.0162792919713251,7788,0.019400045435207,7788,0.0471942267825491,7788,0.111582064786083,7788,0.482349475924391
"10m","6_c",2.90067110886893,0.00918872044957533,0.00316779121268881,0.00109826215645084,223.697911565362,1.33876787613321,5,"10m_C5","LITU+LIST2+ACNE2",6064,0.048168817003034,0.0478563662618399,0.0102840837455884,6064,0.0171047819102766,6064,0.0392100400231003,6064,0.0970402421186656,6064,0.427248606311273
"10m","6_d",2.80710411775862,0.00800886094049163,0.00285306871584316,0.000957241972425636,222.350499419574,5.9945153203785,7,"10m_C2","FAGR+LIST2+LITU",6877,0.0521388345850195,0.0518839620053768,0.0118927054177587,6877,0.0179453149627184,6877,0.0420453889834182,6877,0.100057673921141,6877,0.435571990371816
"10m","600_a",2.81078127978019,0.0101916861867682,0.00362592644973257,0.00121813949077835,218.561884152682,2.78650132541504,5,"10m_C2","FAGR+LIST2+LITU",7064,0.0558519634562687,0.05241927690804,0.0165532514993411,7064,0.017098626212563,7064,0.0438612777216789,7064,0.106265604925577,7064,0.458838200033922
"10m","600_b",3.01278832615704,0.346082133758934,0.114871041803451,0.041364726744817,221.015028470917,1.13894024178531,3,"10m_C5","LITU+LIST2+ACNE2",6421,0.0468383657011663,0.047190859913826,0.00867763153498198,6421,0.0153539710594744,6421,0.0371827743654104,6421,0.101439362260747,6421,0.463373353675372
"10m","600_c",2.81036857818315,0.00871543752250602,0.00310117241922068,0.00104169402697657,219.856422926732,2.25191263357369,3,"10m_C5","LITU+LIST2+ACNE2",5812,0.0581016417570971,0.0568917896598577,0.0166576844154218,5812,0.0155784245094102,5812,0.0451514549656029,5812,0.104275388288014,5812,0.432949575309738
"10m","600_d",2.78015755325867,0.0822736042344332,0.0295931445101012,0.00983357655740499,217.725936011168,1.87666002139779,5,"10m_C2","FAGR+LIST2+LITU",6839,0.0536745444306754,0.0522314384579659,0.0138858902866006,6839,0.0159432250799737,6839,0.0421541551390134,6839,0.104817440284997,6839,0.4612461966223
"10m","601_a",2.94087229701268,0.334938967307348,0.113891027382446,0.040032863610666,216.329696213946,1.36863877725802,5,"10m_C2","FAGR+LIST2+LITU",6359,0.0467898235982189,0.0465329401195049,0.00968311989689312,6359,0.0149374410639157,6359,0.0372300347782953,6359,0.100140674816394,6359,0.459537281552647
"10m","601_b",2.83623826275959,0.00985611685483243,0.00347506659939164,0.00117803128418386,218.677646228084,2.59361238981157,5,"10m_C2","FAGR+LIST2+LITU",7173,0.0658784057515511,0.0675278306007385,0.0200916884958142,7173,0.0176470993571248,7173,0.0501254434109705,7173,0.113144439941498,7173,0.456145509796197
"10m","601_c",2.82015380271372,0.00729207054234792,0.00258569959387713,0.00087156913334988,216.800057342944,1.64720469701141,5,"10m_C2","FAGR+LIST2+LITU",7349,0.0632119046931977,0.0628041923046112,0.0184406247874376,7349,0.0178474569480868,7349,0.0490107626899815,7349,0.110801194421219,7349,0.45285355303946
"10m","601_d",2.77566559499988,0.00989423496286504,0.00356463508453202,0.00118258726950929,214.662586507091,1.90937199946541,5,"10m_C2","FAGR+LIST2+LITU",7024,0.0581404920221903,0.0592307969927788,0.0128240067710099,7024,0.0183459395752073,7024,0.0460345200549267,7024,0.112187477446152,7024,0.476383236819997
"10m","602_a",2.71838455765163,0.0822729262832365,0.030265374356861,0.00983349552673838,212.160627693302,5.40973278253558,7,"10m_C2","FAGR+LIST2+LITU",7491,0.0562129417841377,0.0563894398510456,0.0132974513893433,7491,0.0175205712985437,7491,0.0447163172636422,7491,0.110438950975057,7491,0.489314067244307
"10m","602_b",2.79805892543635,0.0103022600740613,0.00368193106314037,0.00123135559813215,214.339607655091,5.49404087002413,9,"10m_C2","FAGR+LIST2+LITU",7711,0.0577687982176547,0.0586732961237431,0.0135264220615794,7711,0.0180882149393072,7711,0.0457693040352738,7711,0.113877529875213,7711,0.496790164168487
"10m","602_c",2.82165751148202,0.0088095048391186,0.00312210280775415,0.00105293722177843,212.159497693535,2.12667224653616,5,"10m_C2","FAGR+LIST2+LITU",7838,0.0577991468381326,0.0574008356779814,0.0158782313627988,7838,0.0167641756462313,7838,0.0451916141514826,7838,0.111873972763207,7838,0.480048592874904
"10m","602_d",2.83426760269528,0.0105814568623123,0.00373340077424225,0.00126472599702734,210.211087685788,1.86957223032527,4,"10m_C2","FAGR+LIST2+LITU",7354,0.0516252018245854,0.0510783456265926,0.0121710904863111,7354,0.0158440675517442,7354,0.0409112837669049,7354,0.10090152330659,7354,0.450225918944444
"10m","603_a",2.83270621990607,0.00906033452460602,0.0031984730576496,0.00108291710339492,208.341499565868,0.454345768594924,4,"10m_C3","QUAL+ACSA3C+CACA38",7554,0.0516282489031616,0.0516697000712156,0.0105121577111341,7554,0.0188272250685335,7554,0.0418434982392212,7554,0.101861542810613,7554,0.447748011989898
