"quad_id","scale","crown_equivalent_individuals","present_species_count"
"1909_c","10m",3.3311537829196,8
"1909_d","10m",0.817547520739267,3
"722_a","10m",1.70804728860947,5
"722_b","10m",1.36333033283819,4
"722_c","10m",2.16252064237888,5
"722_d","10m",4.37312002265705,6
"821_a","10m",2.22792906546265,5
"821_b","10m",0.843696095998183,4
"821_c","10m",1.82665793620695,3
"821_d","10m",1.67900697459906,5
"920_a","10m",2.05241526290119,5
"920_b","10m",3.72495565798062,3
"920_c","10m",0.882543367416898,2
"920_d","10m",1.27054857666008,2
"1019_a","10m",2.27059138248665,5
"1019_b","10m",0.780848314500705,2
"1019_c","10m",0.903843112348188,2
"1019_d","10m",1.08155620611961,5
"1118_a","10m",2.82188574671841,5
"1118_b","10m",1.19726044825258,5
"1118_c","10m",1.42758971153997,4
"1118_d","10m",2.17348153260498,6
"1217_a","10m",0.223755030273109,3
"1217_b","10m",2.6503018940878,4
"1217_c","10m",2.57550876067187,4
"1217_d","10m",0.460764359448796,3
"1316_a","10m",2.58189925911078,4
"1316_b","10m",1.75733714346569,4
"1316_c","10m",1.18205078891261,3
"1316_d","10m",0.522714037380372,3
"1415_a","10m",3.30890651822541,2
"1415_b","10m",2.64435324607829,3
"1415_c","10m",1.23531196729768,4
"1415_d","10m",3.79737296005938,4
"1514_a","10m",0.5485233388085,1
"1514_b","10m",0.414512386797593,1
"1514_c","10m",3.38912758051857,2
"1514_d","10m",3.9556119692934,2
"1613_a","10m",3.04638342736961,5
"1613_b","10m",0.531507162111265,3
"1613_c","10m",2.34436211713844,4
"1613_d","10m",3.80714429425364,5
"1712_a","10m",3.55080396351683,5
"1712_b","10m",4.42951278176959,8
"1712_c","10m",4.45010858610658,6
"1712_d","10m",1.51590750625351,3
"1811_a","10m",1.68271351210622,2
"1811_b","10m",0.503734444287593,1
"1811_c","10m",1.83074952916806,5
"1811_d","10m",0.139723585260256,2
"624_a","10m",1.56665965150301,4
"624_b","10m",1.40088196950075,3
"624_c","10m",2.13716204829764,5
"624_d","10m",1.67833045074528,3
"1910_a","10m",1.97171159042392,2
"1910_b","10m",5.2300529299648,8
"1910_c","10m",2.35762815999751,4
"1910_d","10m",1.28960121217172,2
"723_a","10m",3.5773226568886,3
"723_b","10m",2.63498746983629,2
"723_c","10m",1.80417380003463,3
"723_d","10m",3.04863588889519,4
"822_a","10m",1.21106150009714,4
"822_b","10m",0.459340860295776,2
"822_c","10m",1.9636925862319,4
"822_d","10m",1.84742999594821,3
"921_a","10m",1.864860042886,6
"921_b","10m",2.60493885328222,5
"921_c","10m",0.465880528326352,3
"921_d","10m",0.81454368382073,5
"1020_a","10m",2.04140138725371,4
"1020_b","10m",3.82457271105526,4
"1020_c","10m",2.26984445826949,4
"1020_d","10m",2.57410366156804,6
"1119_a","10m",1.59477445547476,5
"1119_b","10m",3.5499680172376,5
"1119_c","10m",2.16057246119761,4
"1119_d","10m",2.76538193547669,8
"1218_a","10m",0.428488940424479,2
"1218_b","10m",0.552749408497283,4
"1218_c","10m",2.14589386980434,5
"1218_d","10m",1.94809291867785,5
"1317_a","10m",0.956590068379726,1
"1317_b","10m",0.228914001173428,2
"1317_c","10m",1.48058507950342,3
"1317_d","10m",1.00681755906517,1
"1416_a","10m",3.95584735206344,4
"1416_b","10m",0.909643710370248,5
"1416_c","10m",1.64715275574873,5
"1416_d","10m",2.370901509243,2
"1515_a","10m",2.74379714294139,2
"1515_b","10m",2.55024071669172,2
"1515_c","10m",1.05670187434575,3
"1515_d","10m",0.0720323011933094,1
"1614_a","10m",0.834333230706438,3
"1614_b","10m",1.06311261400795,3
"1614_c","10m",2.37311754502314,3
"1614_d","10m",2.07231445172815,3
"1713_a","10m",2.30898989128547,3
"1713_b","10m",0.979206416688181,6
"1713_c","10m",1.50790380862929,3
"1713_d","10m",0.6250255962092,4
"1812_a","10m",5.56893834654869,5
"1812_b","10m",1.88886948636074,6
"1812_c","10m",1.44899367560772,4
"1812_d","10m",1.26881702725776,5
"1911_a","10m",1.96585512130023,3
"1911_b","10m",0.573218568334225,4
"1911_c","10m",0.842674169453693,2
"1911_d","10m",1.03858797798638,4
"724_a","10m",0.78679490741495,3
"724_b","10m",0.648420956206651,2
"724_c","10m",1.9312724769096,2
"724_d","10m",1.55073602977634,2
"823_a","10m",3.4886871149276,4
"823_b","10m",1.47881167695377,4
"823_c","10m",1.99045002994561,2
"823_d","10m",3.01936626482669,3
"922_a","10m",2.5878916547056,7
"922_b","10m",2.91845299156871,6
"922_c","10m",1.61844716299897,5
"922_d","10m",2.156001000556,6
"1021_a","10m",2.21030643382948,5
"1021_b","10m",1.73380549740423,5
"1021_c","10m",2.36058300199607,5
"1021_d","10m",1.74154397167364,4
"1120_a","10m",2.4467892769522,6
"1120_b","10m",1.32794405243646,5
"1120_c","10m",2.74873140309135,6
"1120_d","10m",3.49019696859357,5
"1219_a","10m",2.63542687326553,6
"1219_b","10m",3.24082333051867,8
"1219_c","10m",3.05013814182351,7
"1219_d","10m",3.16437118016896,5
"1318_a","10m",0.162213021162476,2
"1318_b","10m",2.13038397876591,3
"1318_c","10m",1.51850039620076,2
"1318_d","10m",1.47269987958258,2
"1417_a","10m",0.257847908669031,3
"1417_b","10m",2.04189342946446,2
"1417_c","10m",0.00641510444028966,1
"1417_d","10m",2.0371097703298,2
"1516_a","10m",1.80382155169301,3
"1516_b","10m",1.32007856015454,4
"1516_c","10m",1.76391981553669,3
"1516_d","10m",1.58883078634117,4
"1615_a","10m",3.26872928940843,3
"1615_b","10m",4.91387629504468,2
"1615_c","10m",0,0
"1615_d","10m",0.0176550150603822,1
"1714_a","10m",2.45152322673509,3
"1714_b","10m",1.92182714222469,4
"1714_c","10m",1.03295352095105,4
"1714_d","10m",1.32695283132531,3
"1813_a","10m",3.93415393502195,6
"1813_b","10m",2.54295474289911,7
"1813_c","10m",2.0162757205478,4
"1813_d","10m",1.88293968964939,6
"1912_a","10m",2.24342324417778,4
"1912_b","10m",1.1186032478841,5
"1912_c","10m",1.75048666879892,3
"1912_d","10m",2.63398106761905,6
"824_a","10m",0.86654014697623,3
"824_b","10m",1.93420511440483,6
"824_c","10m",1.50377555465358,5
"824_d","10m",1.81513423145976,4
"923_a","10m",0.568238653448776,2
"923_b","10m",2.37362684507794,2
"923_c","10m",0.78910913106438,4
"923_d","10m",0.685390739390294,2
"1022_a","10m",1.48208894390331,5
"1022_b","10m",2.84682405754625,9
"1022_c","10m",1.76986093569322,7
"1022_d","10m",1.36525505162967,4
"1121_a","10m",1.07667965656698,6
"1121_b","10m",2.91415531825154,7
"1121_c","10m",2.41394749033123,5
"1121_d","10m",2.73025735479286,5
"1220_a","10m",1.77815735928177,5
"1220_b","10m",2.49258541876673,5
"1220_c","10m",1.77422041371044,5
"1220_d","10m",1.72017689684741,7
"1319_a","10m",1.29756768013989,2
"1319_b","10m",1.82074865865853,2
"1319_c","10m",1.58715243372094,4
"1319_d","10m",1.79509954146629,4
"1418_a","10m",0.111068172156108,2
"1418_b","10m",0.557927234440516,2
"1418_c","10m",1.32393406774488,2
"1418_d","10m",0.390347934437956,2
"1517_a","10m",4.67063222549239,5
"1517_b","10m",1.56948163365252,3
"1517_c","10m",0.666695182842152,1
"1517_d","10m",1.4155269017884,3
"1616_a","10m",3.65885206175452,2
"1616_b","10m",2.54106705250689,2
"1616_c","10m",0.548451065623346,5
"1616_d","10m",3.18137591263714,5
"1715_a","10m",0.930952158104848,2
"1715_b","10m",4.88435137709288,3
"1715_c","10m",0.569636726109684,2
"1715_d","10m",2.17667067393687,2
"1814_a","10m",2.06371403321401,3
"1814_b","10m",1.52185829925495,2
"1814_c","10m",1.83129310480383,3
"1814_d","10m",0.297576038279898,4
"1913_a","10m",2.38825734743534,5
"1913_b","10m",1.94641638381482,5
"1913_c","10m",2.48061559568222,8
"1913_d","10m",1.1812436555155,7
"924_a","10m",1.89231883166189,3
"924_b","10m",2.61338624025802,2
"924_c","10m",1.98431062984022,4
"924_d","10m",2.54866447391767,4
"1023_a","10m",0.334058837896278,2
"1023_b","10m",2.40128917175452,4
"1023_c","10m",1.70783157709603,4
"1023_d","10m",0.501919272804511,2
"1122_a","10m",2.39578623418634,4
"1122_b","10m",0.936686870668525,3
"1122_c","10m",2.78449183483119,3
"1122_d","10m",1.48837904001539,5
"1221_a","10m",2.27971999821342,6
"1221_b","10m",0.465818357350089,3
"1221_c","10m",0.847390611068757,2
"1221_d","10m",1.00557580328271,4
"1320_a","10m",1.23349977178892,6
"1320_b","10m",1.23659587058779,6
"1320_c","10m",1.24225457406223,6
"1320_d","10m",1.80762038406702,6
"1419_a","10m",0.963664286481245,3
"1419_b","10m",1.64602984984066,3
"1419_c","10m",0.523366301977737,3
"1419_d","10m",0.164806857215128,2
"1518_a","10m",0.0433247683412016,2
"1518_b","10m",0.0031513239183277,1
"1518_c","10m",0.348171728370675,1
"1518_d","10m",1.95667523163935,2
"1617_a","10m",2.0285263872593,3
"1617_b","10m",3.74441468732369,5
"1617_c","10m",1.86390513992189,3
"1617_d","10m",1.45163004683369,5
"1716_a","10m",0.469591450879688,3
"1716_b","10m",0,0
"1716_c","10m",0.00299562434045939,1
"1716_d","10m",2.62577625381446,5
"1815_a","10m",1.68935598790897,4
"1815_b","10m",2.80861342007244,5
"1815_c","10m",1.76947512109569,4
"1815_d","10m",1.37076225025486,4
"1914_a","10m",2.00043883082654,7
"1914_b","10m",1.87367262814152,7
"1914_c","10m",1.62339316443124,6
"1914_d","10m",2.63675047497518,7
"1024_a","10m",1.00694861294296,3
"1024_b","10m",1.41850714351307,3
"1024_c","10m",1.30521435372436,3
"1024_d","10m",1.81311079862733,2
"1123_a","10m",0.962573915475159,4
"1123_b","10m",1.04686799697123,2
"1123_c","10m",0.20108155391884,2
"1123_d","10m",0.957790871102762,4
"1222_a","10m",0.834743908298058,5
"1222_b","10m",1.56833349376725,5
"1222_c","10m",1.68246554896452,7
"1222_d","10m",3.14903944072061,6
"1321_a","10m",1.04906080370424,6
"1321_b","10m",3.3442780532408,7
"1321_c","10m",2.80693945696437,6
"1321_d","10m",3.13530641603405,5
"1420_a","10m",0.302191067573984,1
"1420_b","10m",3.02560650708123,4
"1420_c","10m",1.31989374231441,6
"1420_d","10m",0.452509305599833,2
"1519_a","10m",0,0
"1519_b","10m",0.256227140417575,1
"1519_c","10m",0.442350873384827,1
"1519_d","10m",0.180169242619339,2
"1618_a","10m",2.58981840010105,5
"1618_b","10m",0.519237306973703,3
"1618_c","10m",0,0
"1618_d","10m",0.107999183955521,3
"1717_a","10m",3.85209435467977,5
"1717_b","10m",0.0604154211468383,1
"1717_c","10m",0.0493105840475921,2
"1717_d","10m",3.68032788095873,4
"1816_a","10m",1.39242556357321,4
"1816_b","10m",3.08771775575818,4
"1816_c","10m",3.20563988959252,5
"1816_d","10m",3.23175827250123,4
"1915_a","10m",0.499173414662019,3
"1915_b","10m",2.65170902509165,3
"1915_c","10m",3.21351491596331,5
"1915_d","10m",0.28557694106075,3
"1124_a","10m",3.55258768023374,2
"1124_b","10m",2.28167392598404,3
"1124_c","10m",3.66103697111442,4
"1124_d","10m",1.71775095329335,3
"1223_a","10m",2.22830480614094,5
"1223_b","10m",2.24717378669874,4
"1223_c","10m",2.48690028180254,6
"1223_d","10m",1.14534340907085,6
"1322_a","10m",1.2394911622724,4
"1322_b","10m",3.21791712709952,6
"1322_c","10m",3.41601060506558,6
"1322_d","10m",2.50569532625232,5
"1421_a","10m",1.06285474656547,5
"1421_b","10m",3.98543374173339,6
"1421_c","10m",0.814150915659237,4
"1421_d","10m",1.9478685261333,6
"1520_a","10m",1.2423538571972,2
"1520_b","10m",0.349744576053516,2
"1520_c","10m",0.554800945978235,1
"1520_d","10m",0.865992649527809,1
"1619_a","10m",0,0
"1619_b","10m",0,0
"1619_c","10m",0.0309734107638238,1
"1619_d","10m",0,0
"1718_a","10m",1.94271384148722,3
"1718_b","10m",1.65755676332977,5
"1718_c","10m",2.5447714908511,5
"1718_d","10m",2.58808041287079,5
"1817_a","10m",2.02811481548403,3
"1817_b","10m",1.75736169977909,3
"1817_c","10m",1.80973096416357,5
"1817_d","10m",2.37009379236939,4
"1916_a","10m",0.755213940625967,4
"1916_b","10m",1.56458603823964,6
"1916_c","10m",2.73522094126133,3
"1916_d","10m",2.26153986096712,5
"1224_a","10m",1.63040468316568,5
"1224_b","10m",1.93706489302591,7
"1224_c","10m",3.67267910196787,5
"1224_d","10m",0.451616583218428,3
"1323_a","10m",1.12584599644754,4
"1323_b","10m",1.38027377662805,5
"1323_c","10m",2.41875993518843,5
"1323_d","10m",2.32138897689523,5
"1422_a","10m",2.29009780123611,4
"1422_b","10m",2.8956554532895,3
"1422_c","10m",2.00752711095243,5
"1422_d","10m",1.88205728190102,5
"1521_a","10m",0.51644000475109,1
"1521_b","10m",2.01380518493092,3
"1521_c","10m",1.92321237228797,4
"1521_d","10m",1.28277163563746,3
"1620_a","10m",0.00066712802122622,1
"1620_b","10m",1.71679153377179,1
"1620_c","10m",0.458273365626883,1
"1620_d","10m",0.877596686414622,2
"1719_a","10m",3.05592908198417,6
"1719_b","10m",0.505089983493056,3
"1719_c","10m",0.0590584137896754,1
"1719_d","10m",2.14124815974285,2
"1818_a","10m",3.94468941417655,4
"1818_b","10m",3.40059863707869,5
"1818_c","10m",1.8771924784834,4
"1818_d","10m",2.88040718303841,4
"1324_a","10m",2.57912546554972,6
"1324_b","10m",1.63986480687729,4
"1324_c","10m",1.41954748656968,4
"1324_d","10m",1.43189214773196,6
"1423_a","10m",2.09713156815896,4
"1423_b","10m",2.28303363617768,3
"1423_c","10m",2.47404439396405,4
"1423_d","10m",2.33789398899578,4
"1522_a","10m",0.971325307543312,4
"1522_b","10m",1.7486935137779,4
"1522_c","10m",2.24438503514917,7
"1522_d","10m",1.47665617862343,5
"1621_a","10m",2.74261717799485,3
"1621_b","10m",0.0820682928700942,2
"1621_c","10m",1.48261636199408,2
"1621_d","10m",0.109224943211636,1
"1720_a","10m",0.69348517203471,3
"1720_b","10m",0,0
"1720_c","10m",0.162732447822759,2
"1720_d","10m",0.602700165173063,2
"1819_a","10m",1.01836838322221,3
"1819_b","10m",1.80025733286748,7
"1819_c","10m",2.18219373826638,7
"1819_d","10m",2.53774118734662,5
"1917_a","10m",2.06653883250107,3
"1917_b","10m",1.27799400651351,1
"1917_c","10m",2.05749447013302,4
"1917_d","10m",2.04829387723626,4
"1424_a","10m",0.67379564132123,4
"1424_b","10m",2.07423673648265,4
"1424_c","10m",2.64513993892914,4
"1424_d","10m",1.30681270630237,3
"1523_a","10m",0.461302878092801,4
"1523_b","10m",3.40189299038099,6
"1523_c","10m",2.51498832863737,7
"1523_d","10m",2.20886438941211,4
"1622_a","10m",0.275165060881841,2
"1622_b","10m",1.09175065608229,4
"1622_c","10m",1.64070863962347,4
"1622_d","10m",3.78390965673286,6
"1721_a","10m",0,0
"1721_b","10m",2.57645788394051,3
"1721_c","10m",0.0246038986397049,1
"1721_d","10m",0,0
"1820_a","10m",4.05809408805175,6
"1820_b","10m",3.07070511121145,5
"1820_c","10m",3.30232413182225,4
"1820_d","10m",2.73135134241303,5
"1919_a","10m",1.30838596794178,3
"1919_b","10m",0.711917558041954,3
"1919_c","10m",2.07982416246728,4
"1919_d","10m",1.49746757372115,3
"1524_a","10m",1.37101200170662,2
"1524_b","10m",1.67912545333354,4
"1524_c","10m",1.92181764819406,3
"1524_d","10m",1.54492241225534,3
"1623_a","10m",1.95151189804571,6
"1623_b","10m",0.529655788295055,3
"1623_c","10m",1.46330112641936,5
"1623_d","10m",1.59135709615505,3
"1722_a","10m",0.353449167631248,1
"1722_b","10m",0.292922032778224,1
"1722_c","10m",0.988934473928466,3
"1722_d","10m",0.844207419688836,1
"1821_a","10m",4.15692661775383,5
"1821_b","10m",2.72108698407462,4
"1821_c","10m",1.12676804333634,3
"1821_d","10m",2.81346594505127,5
"1920_a","10m",3.83628813878571,5
"1920_b","10m",3.58779378558784,5
"1920_c","10m",1.21663138786855,4
"1920_d","10m",1.25408244477809,3
"1624_a","10m",3.10476465583042,3
"1624_b","10m",4.11704219413278,4
"1624_c","10m",2.1901078079025,2
"1624_d","10m",0.8600848625957,2
"1723_a","10m",1.18667029850089,4
"1723_b","10m",3.15061821238235,4
"1723_c","10m",1.25992192864642,5
"1723_d","10m",2.3190593464063,7
"1822_a","10m",2.96532445564005,3
"1822_b","10m",0.193055872825463,2
"1822_c","10m",0.0015515695889814,1
"1822_d","10m",0.468866406469254,3
"1921_a","10m",1.96771379323485,5
"1921_b","10m",1.83974459248923,5
"1921_c","10m",3.94809006995974,6
"1921_d","10m",3.30327820445455,7
"1724_a","10m",2.82390452477977,7
"1724_b","10m",2.04484905087328,4
"1724_c","10m",2.03218882717212,2
"1724_d","10m",2.38895589567343,4
"1823_a","10m",0.0453097629957242,1
"1823_b","10m",0.99620078619846,1
"1823_c","10m",0.786462930789675,4
"1823_d","10m",0.347756016746301,2
"1922_a","10m",0.564270938604335,4
"1922_b","10m",1.36740119437559,5
"1922_c","10m",3.51908706475388,7
"1922_d","10m",2.70099564190106,6
"1824_a","10m",0.871701506614317,2
"1824_b","10m",2.46960261324952,4
"1824_c","10m",2.56609760403502,4
"1824_d","10m",1.13875937926076,2
"1923_a","10m",2.62952442944798,6
"1923_b","10m",2.99763750968729,7
"1923_c","10m",0.145144898139067,2
"1923_d","10m",3.29037809996005,3
"1924_a","10m",2.71480922238884,4
"1924_b","10m",0.398798883845134,3
"1924_c","10m",1.20307588943141,2
"1924_d","10m",1.46353702516101,3
"1904_a","10m",1.72021387233746,5
"1904_b","10m",0.251698856186108,3
"1904_c","10m",2.21909041869998,4
"1904_d","10m",3.56031675327331,5
"1902_a","10m",2.56311391842148,4
"1902_b","10m",0.808539424431861,4
"1902_c","10m",3.22243066899154,5
"1902_d","10m",1.04143911247863,3
"1918_a","10m",1.6505318077757,4
"1918_b","10m",1.83958649072062,4
"1918_c","10m",2.34756606436067,6
"1918_d","10m",2.68903817391615,6
"0","20m",7.13509599554818,6
"1","20m",11.9744711577495,7
"100","20m",8.79070155769973,8
"2","20m",8.44975679432636,6
"101","20m",12.4244884088888,7
"200","20m",10.8356602305697,6
"3","20m",6.51789357498529,5
"102","20m",7.22623471239592,7
"201","20m",8.61103024364303,8
"300","20m",2.92382938081035,2
"4","20m",11.0198491068211,4
"103","20m",7.43522700704612,6
"202","20m",7.9751683622591,9
"301","20m",5.58418183420904,6
"400","20m",6.9087639858138,7
"5","20m",7.76440569944202,6
"104","20m",5.90108970328848,5
"203","20m",7.80096017293681,9
"302","20m",9.13436030470156,10
"401","20m",9.36410353967184,8
"500","20m",6.93775629704249,9
"6","20m",11.8822926925615,7
"105","20m",10.5633939218032,5
"204","20m",11.5891435669856,8
"303","20m",5.34139227443305,10
"402","20m",8.50758663397546,7
"501","20m",12.3325497157677,9
"600","20m",8.05401422247172,6
"7","20m",6.08899382747356,9
"106","20m",11.0944266445824,10
"205","20m",11.7906964631778,6
"304","20m",7.92411670966468,9
"403","20m",9.73765616958337,5
"502","20m",10.0252841575279,9
"601","20m",7.51882786345428,10
"700","20m",7.84561155730548,7
"8","20m",6.62558498486101,7
"107","20m",7.01741861154723,11
"206","20m",12.7994698190627,7
"305","20m",6.96813273490792,10
"404","20m",4.69587202140482,7
"503","20m",7.38302054302962,8
"602","20m",14.9000181299489,10
"701","20m",7.19087684549366,7
"800","20m",6.59573108252142,7
"9","20m",11.9318035423688,8
"108","20m",8.49198076460948,8
"207","20m",8.13898851450447,11
"306","20m",12.174525148868,8
"405","20m",9.62505757965543,13
"504","20m",6.06021814546653,9
"603","20m",2.3261530119086,4
"702","20m",10.651708457905,10
"801","20m",5.8260963450224,9
"900","20m",12.1247176112917,12
"10","20m",6.90198200695643,7
"109","20m",4.34949803315955,7
"208","20m",5.89419840857648,12
"307","20m",9.90522270389062,9
"406","20m",7.94239648273666,6
"505","20m",8.98229801153463,10
"604","20m",1.39084298017698,3
"703","20m",7.66021864336241,8
"802","20m",4.53429914139648,6
"901","20m",7.63934458048988,10
"1000","20m",7.59402797992088,7
"11","20m",6.74325673939954,5
"110","20m",3.91151123863326,6
"209","20m",6.14389520930576,9
"308","20m",9.05832003414698,10
"407","20m",11.8796649867419,6
"506","20m",10.5474221976886,6
"605","20m",9.03770216529677,6
"704","20m",7.08220038822245,8
"803","20m",3.28823200010672,3
"902","20m",13.8170989172335,7
"1001","20m",9.11142846482641,10
"1100","20m",5.41065919759326,5
"12","20m",8.03668011724498,4
"111","20m",5.20654334030371,3
"210","20m",8.32203548707935,11
"309","20m",4.70306642833647,6
"408","20m",9.79016369542098,7
"507","20m",11.5114377246117,5
"606","20m",9.57881366684046,6
"705","20m",10.5682560650143,6
"804","20m",8.97661476484921,5
"903","20m",9.6680767033893,6
"1002","20m",10.5851755898368,10
"1101","20m",10.5562836788026,10
"1200","20m",5.45792458979729,6
"13","20m",9.30354948856216,6
"112","20m",7.35214000670121,4
"211","20m",7.89837153258618,8
"310","20m",8.55442455434585,6
"409","20m",6.70021947502273,10
"508","20m",9.37460980688096,6
"607","20m",11.5461070605066,6
"706","20m",10.396473936009,6
"805","20m",7.93419118746239,8
"904","20m",6.02732515855938,6
"1003","20m",9.34825416018088,11
"1102","20m",8.11957790275474,9
"1201","20m",8.2871634721748,5
"14","20m",11.1080706638393,8
"1300","20m",7.21456317718294,7
"113","20m",8.2603988230895,3
"212","20m",7.91482057101854,9
"311","20m",6.68161139694079,7
"410","20m",4.47350624552708,7
"509","20m",7.43030970405863,10
"608","20m",11.6658864474594,4
"707","20m",7.42393280086373,4
"806","20m",5.85107443927612,5
"905","20m",6.8598974154493,7
"1004","20m",10.4804807280635,11
"1103","20m",9.6022936017798,10
"1202","20m",8.07609927357007,8
"15","20m",9.92599901143001,7
"1301","20m",8.57127184061819,7
"114","20m",9.91687269446098,7
"1400","20m",7.22638530086064,8
"213","20m",5.17073344293233,3
"312","20m",8.6167098322805,8
"411","20m",7.06665607968639,6
"510","20m",6.02093361436776,7
"609","20m",7.76060877225601,5
"708","20m",8.74255356695735,6
"807","20m",6.34640528096735,8
"906","20m",3.85200814568304,4
"1005","20m",8.8386986115475,11
"1104","20m",9.51001058977553,10
"1203","20m",9.15049225849967,6
"16","20m",10.0108789977963,7
"1302","20m",7.62742948656448,8
"115","20m",8.87015263081053,9
"1401","20m",5.5596303194125,9
"214","20m",10.5165357038507,5
"1500","20m",9.00013390873606,10
"313","20m",5.76526391226465,6
"412","20m",7.20208664690553,8
"511","20m",7.36881118813722,6
"610","20m",5.06323488897276,7
"709","20m",7.67297254413509,6
"808","20m",5.57114134979119,8
"907","20m",11.0816136398846,8
"1006","20m",12.74767841052,9
"1105","20m",10.2203452109967,9
"1204","20m",3.55630051222507,5
"17","20m",5.02864180964315,6
"1303","20m",6.15239616749967,10
"116","20m",8.37262395967136,8
"1402","20m",7.55393591358784,9
"215","20m",5.32951608847756,6
"1501","20m",5.47892542937946,9
"314","20m",8.91922735634506,6
"1600","20m",5.90267213044983,5
"413","20m",9.1314011977214,7
"512","20m",6.55102241030542,8
"611","20m",7.41257219672176,8
"710","20m",7.28197860271076,7
"809","20m",10.2720978510891,7
"908","20m",15.9132368972331,10
"1007","20m",8.91360806270062,6
"1106","20m",9.93228176262707,8
"1205","20m",8.67549182440619,8
"18","20m",9.36954524750662,5
"1304","20m",6.26037514805372,6
"117","20m",7.29857929251363,6
"1403","20m",8.54284226335117,9
"216","20m",4.57921551447738,6
"1502","20m",8.47054522231194,10
"315","20m",6.18328627835143,6
"1601","20m",8.10984670635405,8
"414","20m",7.45697836973708,6
"1700","20m",9.22758123498211,5
"513","20m",6.64907185295896,7
"612","20m",4.88100517050632,6
"711","20m",5.86063913505939,7
"810","20m",6.54752578065188,9
"909","20m",11.3504993204726,10
"1008","20m",7.12465993606597,8
"1107","20m",8.68440654340065,12
"1206","20m",8.04018998463728,10
"19","20m",7.88139570746961,5
"1305","20m",10.0098496869828,9
"118","20m",5.89149558537678,4
"1404","20m",8.47678166270107,7
"217","20m",8.8463965145357,7
"1503","20m",5.74838207328967,8
"316","20m",8.83157096590968,9
"1602","20m",10.0308668070951,9
"415","20m",7.9869760865358,5
"1701","20m",13.0598376404208,8
"514","20m",7.59674971776594,6
"1800","20m",9.09845931595849,6
"613","20m",5.35844423503034,7
"712","20m",6.36843246923052,4
"811","20m",7.44311046773555,7
"910","20m",10.3915455179559,11
"1009","20m",9.60433300064779,9
"1108","20m",12.4223124471236,9
"1207","20m",7.11299255575237,7
"20","20m",10.5949722934938,4
"1306","20m",10.1019469459434,8
"119","20m",8.45736240492582,7
"1405","20m",7.62239071263217,7
"218","20m",7.02605846252641,8
"1504","20m",9.25367871837502,6
"317","20m",9.12487326751664,8
"1603","20m",12.8095129450023,7
"416","20m",8.53446722145265,7
"1702","20m",7.4558980282247,8
"515","20m",7.25706454824051,7
"1801","20m",10.0830739817215,10
"614","20m",6.18828932920459,4
"1900","20m",6.30762167030711,8
"713","20m",11.1168228921989,7
"812","20m",8.88720778474793,6
"911","20m",4.01301816103601,7
"1010","20m",9.31779961247447,12
"1109","20m",5.85914477880671,8
"1208","20m",10.0202247768824,8
"21","20m",10.2509869666279,4
"1307","20m",6.78406991065391,7
"120","20m",6.61532341437146,7
"1406","20m",12.2444677557138,10
"219","20m",7.37700568322793,7
"1505","20m",8.83847141108449,7
"318","20m",7.73973718588581,6
"1604","20m",7.29792782312716,5
"417","20m",6.31901151312708,5
"1703","20m",10.3252827345569,9
"516","20m",6.64087251176395,8
"1802","20m",11.6752859118636,13
"615","20m",8.400264161209,9
"714","20m",10.9319925587986,8
"813","20m",8.60635263178448,10
"912","20m",7.58982143557081,9
"1011","20m",8.56943062680762,10
"1110","20m",9.19734999179889,9
"1209","20m",5.95641672779219,7
"22","20m",7.13742718819717,8
"1308","20m",10.6761212727651,12
"121","20m",7.93960521588817,9
"1407","20m",8.87849953783663,10
"220","20m",7.70125692861178,4
"1506","20m",7.86413160036381,12
"319","20m",6.50416570869021,4
"1605","20m",5.36453986713209,7
"418","20m",10.5651027980476,7
"1704","20m",5.06190938047055,6
"517","20m",8.86166585494115,7
"1803","20m",8.57380534312923,11
"616","20m",5.4388408548295,8
"1901","20m",5.52640493547211,8
"715","20m",7.55718875581247,8
"814","20m",4.86917306272425,8
"913","20m",7.52755742932354,8
"1012","20m",4.61102469103771,8
"1111","20m",12.815170236719,10
"1210","20m",9.93918492395544,8
"23","20m",7.63534730100334,7
"1309","20m",14.1391485513785,8
"122","20m",9.2913496187423,8
"1408","20m",7.12532456557844,9
"221","20m",9.013445893504,8
"1507","20m",10.9778223629562,8
"320","20m",7.05821472043684,5
"1606","20m",9.21433226923089,8
"419","20m",8.47901273255616,6
"1705","20m",10.3367275208425,6
"518","20m",6.87611730034524,9
"1804","20m",7.46799457747222,9
"617","20m",8.09049782800484,8
"716","20m",7.43033481386703,10
"815","20m",7.31432499935983,6
"914","20m",9.9381951443605,10
"1013","20m",7.1294029465333,6
"1112","20m",8.41919553745904,8
"1211","20m",9.50054239867281,11
"24","20m",8.45488693550954,6
"1310","20m",9.39774686083222,11
"123","20m",9.65050194101568,4
"1409","20m",11.4604573574546,13
"222","20m",6.57929795091019,8
"1508","20m",10.4165030658075,8
"321","20m",10.7436976942256,7
"1607","20m",12.6020587367589,9
"420","20m",6.01196696488113,5
"1706","20m",5.10598249681033,7
"519","20m",4.82269620990307,4
"1805","20m",7.68450202869949,10
"618","20m",8.80743908213695,9
"1903","20m",6.54467239188995,7
"717","20m",5.39296397641918,8
"816","20m",5.74704626375567,7
"915","20m",9.53202998528285,10
"1014","20m",5.10977446917026,8
"1113","20m",4.53881936574749,7
"1212","20m",8.34818251195203,11
